STATEFP,COUNTYFP,TRACTCE,PUMA5CE
36,063,022200,01101
36,063,022300,01101
36,063,022401,01101
36,063,022500,01101
36,063,022601,01101
36,063,022602,01101
36,063,022702,01102
36,063,022713,01101
36,063,022714,01101
36,063,022715,01101
36,063,022716,01101
36,063,022717,01101
36,063,022803,01101
36,063,022804,01101
36,063,022901,01101
36,063,022902,01101
36,063,023001,01101
36,063,023100,01101
36,063,023200,01101
36,063,023301,01101
36,063,023302,01101
36,063,023401,01102
36,063,023402,01102
36,063,023404,01102
36,063,023405,01102
36,063,023500,01102
36,063,023600,01102
36,063,023700,01102
36,063,023800,01102
36,063,023901,01102
36,063,023902,01102
36,063,024001,01102
36,063,024002,01102
36,063,024101,01102
36,063,024102,01102
36,063,024201,01102
36,063,024202,01102
36,063,024301,01102
36,063,024302,01102
36,063,024303,01102
36,063,024401,01102
36,063,024404,01102
36,063,024405,01102
36,063,024406,01102
36,063,024501,01102
36,063,024502,01102
36,063,024600,01101
36,063,940001,01102
36,063,940100,01102
36,063,990000,01102
36,065,020102,00402
36,065,020300,00402
36,065,020705,00402
36,065,020802,00402
36,065,020803,00402
36,065,020900,00402
36,065,021000,00402
36,065,021103,00402
36,065,021104,00402
36,065,021201,00402
36,065,021202,00402
36,065,021301,00402
36,065,021302,00402
36,065,021303,00402
36,065,021401,00402
36,065,021402,00402
36,065,021500,00402
36,065,021601,00402
36,065,021602,00402
36,065,021701,00402
36,065,021702,00402
36,065,021900,00402
36,065,022000,00402
36,065,022100,00402
36,065,022200,00402
36,065,022400,00402
36,065,022500,00402
36,065,022701,00402
36,065,022702,00402
36,065,022800,00402
36,065,023000,00402
36,065,023200,00402
36,065,023300,00402
36,065,023400,00402
36,065,023501,00402
36,065,023502,00402
36,065,023702,00401
36,065,023901,00402
36,065,023902,00401
36,065,024000,00401
36,065,024101,00401
36,065,024102,00401
36,065,024200,00401
36,065,024301,00401
36,065,024302,00401
36,065,024303,00401
36,065,024400,00401
36,065,024500,00401
36,065,024700,00401
36,065,024800,00401
36,065,024900,00401
36,065,025001,00402
36,065,025002,00402
36,065,025003,00402
36,065,025100,00402
36,065,025200,00402
36,065,025300,00402
36,065,025400,00402
36,065,025500,00403
36,065,025601,00403
36,065,025602,00403
36,065,025700,00403
36,065,025800,00403
36,065,025900,00402
36,065,026100,00402
36,065,026200,00402
36,065,026300,00402
36,065,026400,00402
36,065,026501,00402
36,065,026502,00402
36,065,026600,00402
36,065,026700,00401
36,065,980002,00402
36,065,980003,00402
36,065,980100,00402
36,067,000100,00701
36,067,000200,00701
36,067,000300,00701
36,067,000400,00701
36,067,000501,00701
36,067,000600,00701
36,067,000700,00701
36,067,000800,00701
36,067,000900,00701
36,067,001000,00701
36,067,001400,00701
36,067,001500,00701
36,067,001600,00701
36,067,001701,00701
36,067,001702,00701
36,067,001800,00701
36,067,001900,00701
36,067,002000,00701
36,067,002101,00701
36,067,002300,00701
36,067,002400,00701
36,067,002700,00701
36,067,002901,00701
36,067,003000,00701
36,067,003200,00701
36,067,003400,00701
36,067,003500,00701
36,067,003601,00701
36,067,003602,00701
36,067,003800,00701
36,067,003900,00701
36,067,004000,00701
36,067,004200,00701
36,067,004301,00701
36,067,004302,00701
36,067,004401,00701
36,067,004500,00701
36,067,004600,00701
36,067,004800,00701
36,067,004900,00701
36,067,005000,00701
36,067,005100,00701
36,067,005200,00701
36,067,005300,00701
36,067,005400,00701
36,067,005500,00701
36,067,005601,00701
36,067,005602,00701
36,067,005700,00701
36,067,005800,00701
36,067,005900,00701
36,067,006000,00701
36,067,006101,00701
36,067,006102,00701
36,067,006103,00701
36,067,010100,00702
36,067,010200,00702
36,067,010301,00702
36,067,010321,00702
36,067,010322,00702
36,067,010400,00702
36,067,010500,00702
36,067,010600,00703
36,067,010700,00703
36,067,010800,00703
36,067,010900,00703
36,067,011011,00702
36,067,011012,00702
36,067,011021,00702
36,067,011022,00702
36,067,011101,00702
36,067,011102,00702
36,067,011201,00702
36,067,011202,00702
36,067,011231,00702
36,067,011232,00702
36,067,011241,00702
36,067,011242,00702
36,067,011300,00702
36,067,011401,00702
36,067,011402,00702
36,067,011500,00702
36,067,011600,00702
36,067,011700,00702
36,067,011800,00702
36,067,011900,00702
36,067,012000,00704
36,067,012100,00703
36,067,012200,00703
36,067,012300,00703
36,067,012400,00703
36,067,012500,00703
36,067,012600,00703
36,067,012700,00703
36,067,012800,00703
36,067,012900,00703
36,067,013000,00703
36,067,013100,00703
36,067,013200,00703
36,067,013300,00703
36,067,013400,00702
36,067,013500,00702
36,067,013600,00703
36,067,013701,00703
36,067,013800,00703
36,067,013900,00703
36,067,014000,00703
36,067,014200,00703
36,067,014300,00703
36,067,014400,00703
36,067,014500,00703
36,067,014600,00703
36,067,014700,00703
36,067,014800,00703
36,067,014900,00703
36,067,015000,00703
36,067,015100,00703
36,067,015201,00703
36,067,015202,00703
36,067,015203,00703
36,067,015400,00703
36,067,015500,00703
36,067,015601,00703
36,067,015602,00703
36,067,015701,00704
36,067,015702,00704
36,067,015800,00704
36,067,016001,00704
36,067,016002,00703
36,067,016100,00703
36,067,016200,00703
36,067,016300,00703
36,067,016400,00703
36,067,016501,00704
36,067,016502,00703
36,067,016600,00703
36,067,016700,00704
36,067,016801,00704
36,067,016802,00704
36,067,016901,00704
36,067,016902,00704
36,067,940000,00704
36,069,050101,01300
36,069,050103,01300
36,069,050104,01300
36,069,050105,01300
36,069,050106,01300
36,069,050203,01300
36,069,050204,01300
36,069,050205,01300
36,069,050206,01300
36,069,050302,01300
36,069,050303,01300
36,069,050304,01300
36,069,050401,01300
36,069,050402,01300
36,069,050501,01300
36,069,050502,01300
36,069,050601,01300
36,069,050603,01300
36,069,050604,01300
36,069,050800,01300
36,069,050900,01300
36,069,051001,01300
36,069,051101,01300
36,069,051102,01300
36,069,051200,01300
36,069,051301,01300
36,069,051302,01300
36,069,051400,01300
36,069,051501,01300
36,069,051502,01300
36,069,051600,01300
36,069,051700,01300
36,069,051801,01300
36,069,051900,01300
36,069,052001,01300
36,069,052002,01300
36,069,052003,01300
36,069,052101,01300
36,069,052102,01300
36,069,052200,01300
36,071,000100,02901
36,071,000200,02901
36,071,000301,02901
36,071,000302,02901
36,071,000400,02901
36,071,000501,02901
36,071,000502,02901
36,071,000600,02901
36,071,001100,02902
36,071,001200,02902
36,071,001300,02902
36,071,001500,02902
36,071,001601,02902
36,071,001602,02902
36,071,002100,02902
36,071,002200,02902
36,071,002300,02902
36,071,010101,02901
36,071,010102,02901
36,071,010200,02901
36,071,010300,02901
36,071,010400,02901
36,071,010501,02901
36,071,010502,02901
36,071,010601,02901
36,071,010602,02901
36,071,010701,02901
36,071,010702,02901
36,071,010801,02901
36,071,010802,02901
36,071,010901,02902
36,071,010902,02902
36,071,011000,02902
36,071,011101,02902
36,071,011102,02902
36,071,011200,02902
36,071,011301,02902
36,071,011302,02902
36,071,011400,02902
36,071,011500,02902
36,071,011601,02902
36,071,011602,02902
36,071,011701,02902
36,071,011702,02902
36,071,011801,02902
36,071,011802,02902
36,071,011900,02902
36,071,012100,02902
36,071,012200,02902
36,071,012300,02902
36,071,012601,02901
36,071,012602,02901
36,071,012700,02901
36,071,012800,02901
36,071,012900,02901
36,071,013000,02901
36,071,013100,02901
36,071,013201,02903
36,071,013202,02903
36,071,013301,02903
36,071,013302,02903
36,071,013400,02903
36,071,013500,02903
36,071,013600,02903
36,071,013700,02903
36,071,013800,02903
36,071,013900,02903
36,071,014101,02903
36,071,014102,02903
36,071,014201,02903
36,071,014202,02903
36,071,014301,02903
36,071,014302,02903
36,071,014400,02903
36,071,014501,02903
36,071,014502,02903
36,071,014601,02903
36,071,014602,02903
36,071,014700,02903
36,071,014801,02903
36,071,014802,02903
36,071,014900,02903
36,071,015003,02903
36,071,015005,02903
36,071,015007,02903
36,071,015008,02903
36,071,015009,02903
36,071,015010,02903
36,071,015100,02902
36,071,015201,02901
36,071,015202,02901
36,071,015203,02901
36,073,040200,01000
36,073,040300,01000
36,073,040400,01000
36,073,040500,01000
36,073,040601,01000
36,073,040602,01000
36,073,040603,01000
36,073,040701,01000
36,073,040702,01000
36,073,040801,01000
36,073,040802,01000
36,073,401200,01000
36,073,401300,01000
36,073,990000,01000
36,075,020101,00600
36,075,020102,00600
36,075,020201,00600
36,075,020202,00600
36,075,020301,00600
36,075,020303,00600
36,075,020304,00600
36,075,020400,00600
36,075,020501,00600
36,075,020502,00600
36,075,020503,00600
36,075,020600,00600
36,075,020703,00600
36,075,020704,00600
36,075,020705,00600
36,075,020706,00600
36,075,020707,00600
36,075,020800,00600
36,075,020901,00600
36,075,020903,00600
36,075,020904,00600
36,075,020905,00600
36,075,021001,00600
36,075,021002,00600
36,075,021003,00600
36,075,021101,00600
36,075,021102,00600
36,075,021103,00600
36,075,021104,00600
36,075,021201,00600
36,075,021202,00600
36,075,021203,00600
36,075,021300,00600
36,075,021401,00600
36,075,021402,00600
36,075,021501,00600
36,075,021503,00600
36,075,021504,00600
36,075,021505,00600
36,075,021601,00600
36,075,021602,00600
36,075,021603,00600
36,075,021604,00600
36,075,021605,00600
36,075,990000,00600
36,077,590101,00403
36,077,590102,00403
36,077,590201,00403
36,077,590202,00403
36,077,590301,00403
36,077,590302,00403
36,077,590401,00403
36,077,590402,00403
36,077,590500,00403
36,077,590600,00403
36,077,590701,00403
36,077,590702,00403
36,077,590800,00403
36,077,590900,00403
36,077,591000,00403
36,077,591100,00403
36,077,591401,00403
36,077,591402,00403
36,077,591500,00403
36,077,591601,00403
36,077,591602,00403
36,077,591700,00403
36,079,010100,02805
36,079,010201,02805
36,079,010202,02805
36,079,010300,02805
36,079,010400,02805
36,079,010500,02805
36,079,010600,02805
36,079,010700,02805
36,079,010800,02805
36,079,010901,02805
36,079,010902,02805
36,079,011000,02805
36,079,011100,02805
36,079,011201,02805
36,079,011202,02805
36,079,011300,02805
36,079,011400,02805
36,079,011501,02805
36,079,011502,02805
36,079,011600,02805
36,079,011700,02805
36,079,011801,02805
36,079,011802,02805
36,079,011900,02805
36,081,000101,04402
36,081,000102,04402
36,081,000103,04402
36,081,000104,04402
36,081,000200,04409
36,081,000400,04409
36,081,000600,04409
36,081,000701,04402
36,081,000702,04402
36,081,000800,04409
36,081,001000,04409
36,081,001200,04409
36,081,001400,04409
36,081,001600,04409
36,081,001800,04409
36,081,001901,04402
36,081,001902,04402
36,081,001903,04402
36,081,002000,04409
36,081,002200,04409
36,081,002400,04409
36,081,002500,04401
36,081,002600,04409
36,081,002800,04409
36,081,003000,04409
36,081,003100,04401
36,081,003200,04409
36,081,003301,04401
36,081,003302,04401
36,081,003400,04409
36,081,003600,04409
36,081,003700,04401
36,081,003800,04409
36,081,003900,04401
36,081,004001,04409
36,081,004002,04410
36,081,004200,04409
36,081,004300,04401
36,081,004401,04410
36,081,004500,04401
36,081,004700,04401
36,081,005000,04410
36,081,005100,04401
36,081,005200,04409
36,081,005300,04401
36,081,005400,04410
36,081,005500,04401
36,081,005700,04401
36,081,005800,04410
36,081,005900,04401
36,081,006100,04401
36,081,006201,04410
36,081,006202,04410
36,081,006300,04401
36,081,006501,04401
36,081,006502,04401
36,081,006900,04401
36,081,007100,04401
36,081,007300,04401
36,081,007500,04401
36,081,007700,04401
36,081,007900,04401
36,081,008100,04401
36,081,008300,04401
36,081,008500,04401
36,081,008600,04410
36,081,008700,04401
36,081,008800,04410
36,081,009100,04401
36,081,009400,04410
36,081,009500,04401
36,081,009600,04410
36,081,009700,04401
36,081,009800,04410
36,081,009900,04401
36,081,010000,04410
36,081,010100,04401
36,081,010200,04410
36,081,010300,04401
36,081,010400,04410
36,081,010500,04401
36,081,010600,04410
36,081,010701,04401
36,081,010800,04409
36,081,011000,04409
36,081,011100,04401
36,081,011200,04409
36,081,011300,04401
36,081,011400,04409
36,081,011500,04401
36,081,011600,04409
36,081,011700,04401
36,081,011800,04409
36,081,011900,04401
36,081,012000,04409
36,081,012100,04401
36,081,012200,04409
36,081,012301,04401
36,081,012400,04409
36,081,012500,04401
36,081,012601,04409
36,081,012602,04409
36,081,012800,04409
36,081,013000,04409
36,081,013200,04409
36,081,013400,04409
36,081,013500,04401
36,081,013600,04409
36,081,013700,04401
36,081,013800,04409
36,081,014000,04409
36,081,014100,04401
36,081,014201,04409
36,081,014202,04409
36,081,014300,04401
36,081,014400,04409
36,081,014500,04401
36,081,014700,04401
36,081,014800,04409
36,081,014900,04401
36,081,015000,04409
36,081,015100,04401
36,081,015200,04409
36,081,015300,04401
36,081,015400,04409
36,081,015500,04401
36,081,015600,04409
36,081,015700,04401
36,081,015801,04410
36,081,015802,04410
36,081,015900,04401
36,081,016100,04401
36,081,016300,04401
36,081,016400,04410
36,081,016600,04410
36,081,016800,04410
36,081,016900,04402
36,081,017000,04410
36,081,017101,04402
36,081,017102,04401
36,081,017200,04410
36,081,017400,04410
36,081,017600,04410
36,081,017800,04410
36,081,017901,04402
36,081,017902,04402
36,081,018000,04410
36,081,018101,04402
36,081,018102,04402
36,081,018200,04412
36,081,018300,04402
36,081,018401,04412
36,081,018402,04412
36,081,018501,04402
36,081,018502,04402
36,081,018600,04412
36,081,018700,04402
36,081,018800,04412
36,081,018900,04402
36,081,019000,04412
36,081,019200,04412
36,081,019400,04412
36,081,019600,04412
36,081,019800,04412
36,081,019901,04402
36,081,019902,04402
36,081,019903,04402
36,081,020200,04412
36,081,020400,04412
36,081,020500,04402
36,081,020600,04412
36,081,020800,04412
36,081,021200,04412
36,081,021400,04408
36,081,021601,04409
36,081,021602,04409
36,081,021603,04409
36,081,021900,04405
36,081,022001,04408
36,081,022002,04408
36,081,022900,04402
36,081,023000,04408
36,081,023200,04408
36,081,023501,04402
36,081,023502,04402
36,081,023600,04412
36,081,023800,04412
36,081,024000,04412
36,081,024300,04402
36,081,024500,04402
36,081,024600,04412
36,081,024700,04402
36,081,024900,04402
36,081,025100,04402
36,081,025301,04402
36,081,025302,04402
36,081,025401,04412
36,081,025402,04412
36,081,025500,04402
36,081,025700,04402
36,081,025800,04412
36,081,025900,04402
36,081,026000,04412
36,081,026100,04402
36,081,026200,04412
36,081,026300,04402
36,081,026400,04412
36,081,026501,04404
36,081,026502,04402
36,081,026600,04412
36,081,026700,04404
36,081,026901,04404
36,081,026902,04404
36,081,027000,04412
36,081,027101,04404
36,081,027102,04404
36,081,027200,04412
36,081,027301,04403
36,081,027302,04403
36,081,027400,04412
36,081,027500,04403
36,081,027600,04412
36,081,027701,04403
36,081,027702,04403
36,081,027800,04412
36,081,027900,04403
36,081,028000,04412
36,081,028100,04403
36,081,028200,04412
36,081,028300,04403
36,081,028400,04412
36,081,028500,04403
36,081,028700,04403
36,081,028801,04412
36,081,028802,04412
36,081,028803,04412
36,081,028900,04403
36,081,029100,04403
36,081,029300,04402
36,081,029400,04412
36,081,029500,04401
36,081,029700,04401
36,081,029900,04401
36,081,030600,04413
36,081,030903,04403
36,081,030904,04403
36,081,030905,04403
36,081,030906,04403
36,081,031700,04401
36,081,032000,04413
36,081,032700,04403
36,081,032800,04413
36,081,032900,04403
36,081,033000,04412
36,081,033100,04401
36,081,033401,04412
36,081,033403,04412
36,081,033404,04412
36,081,033405,04412
36,081,033700,04403
36,081,033900,04403
36,081,034700,04403
36,081,035100,04403
36,081,035200,04412
36,081,035300,04403
36,081,035700,04403
36,081,035800,04413
36,081,036100,04403
36,081,036300,04403
36,081,036500,04403
36,081,036600,04412
36,081,036700,04403
36,081,036800,04412
36,081,037100,04403
36,081,037300,04403
36,081,037501,04404
36,081,037502,04403
36,081,037600,04412
36,081,037700,04403
36,081,037900,04403
36,081,038100,04403
36,081,038301,04407
36,081,038302,04404
36,081,038400,04412
36,081,039400,04412
36,081,039800,04412
36,081,039901,04404
36,081,039902,04403
36,081,040000,04412
36,081,040101,04404
36,081,040102,04403
36,081,040200,04412
36,081,040301,04404
36,081,040302,04403
36,081,040400,04412
36,081,040501,04404
36,081,040502,04403
36,081,040701,04404
36,081,040702,04403
36,081,040901,04404
36,081,040902,04403
36,081,041100,04404
36,081,041300,04404
36,081,041400,04412
36,081,041500,04404
36,081,042400,04412
36,081,042600,04412
36,081,042700,04404
36,081,043200,04412
36,081,043400,04412
36,081,043701,04404
36,081,043702,04404
36,081,043900,04404
36,081,044000,04412
36,081,044301,04404
36,081,044302,04404
36,081,044400,04412
36,081,044601,04412
36,081,044602,04412
36,081,044800,04408
36,081,045000,04408
36,081,045200,04408
36,081,045400,04408
36,081,045500,04404
36,081,045600,04408
36,081,045700,04404
36,081,045800,04408
36,081,045900,04404
36,081,046000,04412
36,081,046100,04404
36,081,046200,04412
36,081,046300,04404
36,081,046400,04408
36,081,046500,04404
36,081,046600,04408
36,081,046700,04404
36,081,046800,04412
36,081,046901,04404
36,081,046902,04404
36,081,047000,04412
36,081,047100,04404
36,081,047200,04408
36,081,047300,04404
36,081,047500,04404
36,081,047600,04408
36,081,047801,04408
36,081,047802,04412
36,081,047900,04404
36,081,048000,04412
36,081,048100,04404
36,081,048200,04412
36,081,048301,04404
36,081,048302,04402
36,081,048400,04412
36,081,048500,04404
36,081,048900,04402
36,081,049201,04408
36,081,049202,04413
36,081,049301,04405
36,081,049302,04405
36,081,049500,04405
36,081,049600,04413
36,081,049700,04405
36,081,049900,04404
36,081,050000,04412
36,081,050201,04412
36,081,050202,04412
36,081,050400,04412
36,081,050500,04405
36,081,050600,04412
36,081,050700,04405
36,081,050800,04412
36,081,051000,04412
36,081,051100,04405
36,081,051200,04413
36,081,051300,04405
36,081,051500,04405
36,081,051600,04413
36,081,051700,04405
36,081,051800,04412
36,081,052000,04412
36,081,052100,04405
36,081,052200,04412
36,081,052400,04412
36,081,052500,04405
36,081,052600,04412
36,081,052800,04412
36,081,053000,04412
36,081,053100,04405
36,081,053200,04412
36,081,053401,04413
36,081,053501,04405
36,081,053502,04405
36,081,053601,04413
36,081,053800,04413
36,081,053901,04405
36,081,053902,04405
36,081,054000,04413
36,081,054200,04413
36,081,054500,04405
36,081,054700,04405
36,081,054800,04413
36,081,054900,04405
36,081,055100,04405
36,081,055200,04413
36,081,055300,04405
36,081,055400,04413
36,081,055500,04405
36,081,055600,04413
36,081,055700,04405
36,081,055800,04413
36,081,055900,04405
36,081,056000,04413
36,081,056100,04405
36,081,056200,04413
36,081,056400,04413
36,081,056500,04405
36,081,056600,04413
36,081,056700,04405
36,081,056800,04413
36,081,057700,04405
36,081,057900,04405
36,081,058000,04413
36,081,058100,04405
36,081,058200,04413
36,081,058300,04405
36,081,058500,04405
36,081,058700,04405
36,081,058900,04405
36,081,059000,04413
36,081,059100,04405
36,081,059200,04413
36,081,059300,04405
36,081,059400,04413
36,081,059501,04405
36,081,059502,04405
36,081,059600,04413
36,081,059800,04413
36,081,059900,04405
36,081,060000,04413
36,081,060100,04405
36,081,060300,04405
36,081,060600,04413
36,081,060701,04405
36,081,060800,04413
36,081,061000,04413
36,081,061200,04413
36,081,061301,04405
36,081,061302,04405
36,081,061400,04413
36,081,061601,04413
36,081,061602,04413
36,081,061800,04413
36,081,061900,04405
36,081,062000,04413
36,081,062100,04405
36,081,062200,04413
36,081,062300,04405
36,081,062400,04413
36,081,062500,04405
36,081,062600,04413
36,081,062700,04405
36,081,062900,04405
36,081,063000,04413
36,081,063200,04413
36,081,063301,04405
36,081,063302,04405
36,081,063500,04405
36,081,063700,04405
36,081,063800,04413
36,081,063900,04405
36,081,064101,04409
36,081,064102,04409
36,081,064500,04406
36,081,064600,04413
36,081,065000,04413
36,081,065401,04413
36,081,065402,04413
36,081,065501,04405
36,081,065600,04413
36,081,065702,04405
36,081,065703,04405
36,081,065900,04405
36,081,066000,04413
36,081,066100,04405
36,081,066301,04405
36,081,066302,04405
36,081,066401,04413
36,081,066402,04413
36,081,066403,04413
36,081,066404,04413
36,081,066501,04405
36,081,066701,04405
36,081,066900,04405
36,081,067100,04405
36,081,067700,04405
36,081,067900,04405
36,081,068000,04413
36,081,068200,04413
36,081,068300,04404
36,081,068700,04406
36,081,069000,04413
36,081,069300,04406
36,081,069400,04413
36,081,069500,04406
36,081,069701,04406
36,081,069702,04406
36,081,070300,04406
36,081,070700,04406
36,081,070900,04406
36,081,071100,04406
36,081,071303,04406
36,081,071304,04406
36,081,071305,04406
36,081,071306,04406
36,081,071600,04414
36,081,071701,04406
36,081,071702,04406
36,081,071900,04406
36,081,072100,04406
36,081,072300,04406
36,081,072900,04406
36,081,073100,04406
36,081,073700,04406
36,081,073900,04406
36,081,074100,04406
36,081,074300,04406
36,081,074500,04406
36,081,074700,04406
36,081,074900,04406
36,081,075701,04406
36,081,075702,04406
36,081,076901,04406
36,081,076902,04406
36,081,077300,04409
36,081,077500,04409
36,081,077902,04408
36,081,077903,04408
36,081,077904,04408
36,081,077905,04408
36,081,077906,04408
36,081,077907,04408
36,081,077908,04408
36,081,078800,04412
36,081,079000,04412
36,081,079200,04412
36,081,079300,04408
36,081,079701,04407
36,081,079702,04407
36,081,079900,04407
36,081,080301,04407
36,081,080302,04407
36,081,080900,04408
36,081,081400,04410
36,081,081800,04410
36,081,083700,04407
36,081,083800,04410
36,081,084000,04410
36,081,084500,04407
36,081,084601,04410
36,081,084602,04410
36,081,084901,04407
36,081,084902,04407
36,081,085300,04407
36,081,085500,04407
36,081,085700,04407
36,081,085900,04407
36,081,086100,04407
36,081,086300,04407
36,081,086400,04410
36,081,086500,04407
36,081,086900,04407
36,081,087100,04407
36,081,088400,04410
36,081,088902,04407
36,081,088903,04407
36,081,089201,04410
36,081,089202,04410
36,081,090700,04407
36,081,091602,04414
36,081,091603,04414
36,081,091604,04414
36,081,091800,04414
36,081,091900,04407
36,081,092200,04414
36,081,092500,04407
36,081,092800,04414
36,081,092900,04407
36,081,093401,04414
36,081,093402,04414
36,081,093800,04414
36,081,093900,04407
36,081,094201,04414
36,081,094202,04414
36,081,094203,04414
36,081,094500,04407
36,081,094700,04407
36,081,095400,04414
36,081,096400,04414
36,081,097202,04414
36,081,097204,04414
36,081,097205,04414
36,081,097206,04414
36,081,097207,04414
36,081,097300,04407
36,081,098100,04407
36,081,098700,04407
36,081,099100,04407
36,081,099200,04414
36,081,099701,04407
36,081,099703,04407
36,081,099704,04407
36,081,099705,04407
36,081,099801,04414
36,081,099802,04414
36,081,099900,04407
36,081,100801,04414
36,081,100803,04414
36,081,100804,04414
36,081,101002,04414
36,081,101003,04414
36,081,101004,04414
36,081,101700,04407
36,081,102900,04407
36,081,103201,04414
36,081,103202,04414
36,081,103300,04407
36,081,103900,04407
36,081,104700,04407
36,081,105900,04407
36,081,107201,04414
36,081,107202,04414
36,081,108500,04411
36,081,109300,04411
36,081,109700,04411
36,081,109900,04411
36,081,111300,04411
36,081,112300,04411
36,081,112900,04411
36,081,113300,04411
36,081,113900,04411
36,081,114100,04407
36,081,114700,04407
36,081,115100,04407
36,081,115500,04407
36,081,115700,04407
36,081,115900,04407
36,081,116100,04407
36,081,116301,04407
36,081,116302,04407
36,081,116700,04407
36,081,117100,04407
36,081,117500,04407
36,081,118100,04411
36,081,118500,04407
36,081,118700,04407
36,081,118900,04407
36,081,119100,04407
36,081,119300,04407
36,081,119500,04407
36,081,119900,04407
36,081,120100,04407
36,081,120300,04407
36,081,120500,04407
36,081,120701,04407
36,081,120702,04407
36,081,121100,04407
36,081,121500,04407
36,081,122300,04408
36,081,122702,04408
36,081,122703,04408
36,081,122704,04408
36,081,124100,04408
36,081,124700,04408
36,081,125700,04408
36,081,126500,04408
36,081,126700,04408
36,081,127700,04408
36,081,128300,04408
36,081,129102,04411
36,081,129103,04411
36,081,129104,04411
36,081,130100,04413
36,081,133300,04408
36,081,133900,04408
36,081,134100,04408
36,081,134701,04408
36,081,134702,04408
36,081,136700,04411
36,081,137700,04411
36,081,138501,04411
36,081,138502,04411
36,081,139900,04411
36,081,140300,04411
36,081,140901,04411
36,081,140902,04411
36,081,141700,04411
36,081,142900,04411
36,081,143500,04411
36,081,144100,04411
36,081,144700,04411
36,081,145101,04411
36,081,145102,04411
36,081,145900,04411
36,081,146300,04411
36,081,146700,04411
36,081,147100,04411
36,081,147900,04411
36,081,148300,04411
36,081,150701,04411
36,081,150702,04411
36,081,152901,04411
36,081,152902,04411
36,081,155101,04413
36,081,155103,04413
36,081,155104,04413
36,081,156700,04413
36,081,157101,04413
36,081,157102,04413
36,081,157901,04413
36,081,157902,04413
36,081,157903,04413
36,081,161700,04413
36,081,162100,04413
36,081,990100,04414
36,083,040100,01900
36,083,040200,01900
36,083,040300,01900
36,083,040400,01900
36,083,040500,01900
36,083,040600,01900
36,083,040701,01900
36,083,040702,01900
36,083,040800,01900
36,083,040900,01900
36,083,041000,01900
36,083,041101,01900
36,083,041102,01900
36,083,041200,01900
36,083,041300,01900
36,083,041400,01900
36,083,051500,01900
36,083,051601,01900
36,083,051602,01900
36,083,051701,01900
36,083,051702,01900
36,083,051800,01900
36,083,051901,01900
36,083,051902,01900
36,083,052002,01900
36,083,052003,01900
36,083,052004,01900
36,083,052101,01900
36,083,052102,01900
36,083,052103,01900
36,083,052201,01900
36,083,052203,01900
36,083,052204,01900
36,083,052301,01900
36,083,052303,01900
36,083,052305,01900
36,083,052306,01900
36,083,052402,01900
36,083,052405,01900
36,083,052406,01900
36,083,052407,01900
36,083,052408,01900
36,083,052501,01900
36,083,052502,01900
36,083,052503,01900
36,083,052601,01900
36,083,052602,01900
36,083,052603,01900
36,085,000300,04501
36,085,000600,04501
36,085,000700,04501
36,085,000800,04501
36,085,000900,04501
36,085,001100,04501
36,085,001700,04501
36,085,001800,04502
36,085,002001,04501
36,085,002002,04502
36,085,002100,04501
36,085,002700,04501
36,085,002900,04501
36,085,003300,04501
36,085,003600,04501
36,085,003900,04501
36,085,004001,04501
36,085,004002,04501
36,085,004003,04501
36,085,004004,04501
36,085,004700,04501
36,085,005000,04502
36,085,005901,04501
36,085,005902,04501
36,085,006400,04502
36,085,006700,04501
36,085,007001,04502
36,085,007002,04502
36,085,007400,04502
36,085,007500,04501
36,085,007700,04501
36,085,008100,04501
36,085,009601,04502
36,085,009602,04502
36,085,009701,04501
36,085,009702,04501
36,085,010500,04501
36,085,011201,04502
36,085,011203,04502
36,085,011204,04502
36,085,011401,04502
36,085,011402,04502
36,085,012100,04501
36,085,012200,04502
36,085,012500,04501
36,085,012804,04502
36,085,012805,04503
36,085,012806,04503
36,085,013201,04503
36,085,013203,04503
36,085,013204,04503
36,085,013301,04501
36,085,013302,04501
36,085,013400,04502
36,085,013800,04503
36,085,014100,04501
36,085,014604,04503
36,085,014605,04503
36,085,014606,04503
36,085,014607,04503
36,085,014608,04503
36,085,014700,04501
36,085,015100,04501
36,085,015400,04503
36,085,015601,04503
36,085,015602,04503
36,085,015603,04503
36,085,016901,04501
36,085,017005,04503
36,085,017007,04503
36,085,017009,04503
36,085,017011,04503
36,085,017012,04503
36,085,017013,04503
36,085,017014,04503
36,085,017015,04503
36,085,017016,04503
36,085,017300,04502
36,085,017600,04503
36,085,017701,04502
36,085,017702,04502
36,085,018100,04502
36,085,018701,04501
36,085,018703,04502
36,085,018704,04502
36,085,018901,04501
36,085,018902,04502
36,085,019700,04501
36,085,019800,04503
36,085,020100,04501
36,085,020701,04501
36,085,020702,04501
36,085,020803,04503
36,085,020804,04503
36,085,020805,04503
36,085,020806,04503
36,085,021300,04501
36,085,022300,04501
36,085,022601,04503
36,085,022602,04503
36,085,022801,04503
36,085,022802,04502
36,085,023100,04501
36,085,023900,04501
36,085,024401,04503
36,085,024402,04503
36,085,024700,04501
36,085,024800,04503
36,085,025100,04501
36,085,027301,04502
36,085,027302,04502
36,085,027702,04502
36,085,027704,04502
36,085,027705,04502
36,085,027706,04502
36,085,027900,04502
36,085,029102,04502
36,085,029104,04502
36,085,029105,04502
36,085,029106,04502
