USPS	GEOID	ANSICODE	NAME	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                               
TX	48401	01383986	Rusk County	2393244729	37217200	     924.037	      14.370	 32.109423	 -94.756382                                                                                                      
TX	48403	01383987	Sabine County	1272694554	220771185	     491.390	      85.240	 31.343300	 -93.851913                                                                                                   
TX	48405	01383988	San Augustine County	1374395577	159612559	     530.657	      61.627	 31.382449	 -94.163180                                                                                            
TX	48407	01383989	San Jacinto County	1474332189	151948311	     569.243	      58.668	 30.574388	 -95.163137                                                                                              
TX	48409	01383990	San Patricio County	1795991023	37577396	     693.436	      14.509	 28.011786	 -97.517162                                                                                              
TX	48411	01383991	San Saba County	2940441516	8072066	    1135.311	       3.117	 31.155138	 -98.819292                                                                                                   
TX	48413	01383992	Schleicher County	3394564231	87401	    1310.649	       0.034	 30.896233	-100.527216                                                                                                   
TX	48415	01383993	Scurry County	2345088400	5439890	     905.444	       2.100	 32.744462	-100.913399                                                                                                     
TX	48417	01383994	Shackelford County	2367989912	3268209	     914.286	       1.262	 32.743820	 -99.347005                                                                                                
TX	48419	01383995	Shelby County	2060553229	101094484	     795.584	      39.033	 31.790137	 -94.142565                                                                                                   
TX	48421	01383996	Sherman County	2390650502	428754	     923.035	       0.166	 36.277628	-101.894716                                                                                                     
TX	48423	01383997	Smith County	2386630513	73136793	     921.483	      28.238	 32.375106	 -95.268743                                                                                                     
TX	48425	01383998	Somervell County	482937093	14222750	     186.463	       5.491	 32.217942	 -97.769211                                                                                                  
TX	48427	01383999	Starr County	3168060151	15302249	    1223.195	       5.908	 26.546335	 -98.715803                                                                                                     
TX	48429	01384000	Stephens County	2322492659	64132913	     896.719	      24.762	 32.736306	 -98.836119                                                                                                  
TX	48431	01384001	Sterling County	2391739877	167451	     923.456	       0.065	 31.835774	-101.054911                                                                                                    
TX	48433	01384002	Stonewall County	2373240696	10177402	     916.313	       3.930	 33.179580	-100.253807                                                                                                 
TX	48435	01384003	Sutton County	3765621337	1277066	    1453.915	       0.493	 30.517865	-100.505395                                                                                                     
TX	48437	01384004	Swisher County	2305502706	27277989	     890.160	      10.532	 34.530460	-101.732852                                                                                                   
TX	48439	01384005	Tarrant County	2236758624	100199930	     863.617	      38.687	 32.772040	 -97.291291                                                                                                  
TX	48441	01384006	Taylor County	2371267555	9721168	     915.552	       3.753	 32.295054	 -99.893644                                                                                                     
TX	48443	01384007	Terrell County	6107220987	105936	    2358.011	       0.041	 30.232332	-102.072539                                                                                                     
TX	48445	01384008	Terry County	2302083270	5443869	     888.839	       2.102	 33.171229	-102.339284                                                                                                      
TX	48447	01384009	Throckmorton County	2363499416	7586189	     912.552	       2.929	 33.170712	 -99.206137                                                                                               
TX	48449	01384010	Titus County	1051675957	50735432	     406.054	      19.589	 33.214599	 -94.966783                                                                                                     
TX	48451	01384011	Tom Green County	3941937906	48104950	    1521.991	      18.573	 31.401594	-100.461374                                                                                                 
TX	48453	01384012	Travis County	2565003658	84575628	     990.353	      32.655	 30.239513	 -97.691270                                                                                                    
TX	48455	01384013	Trinity County	1796479056	52689627	     693.624	      20.344	 31.087483	 -95.153291                                                                                                   
TX	48457	01384014	Tyler County	2394446024	28806183	     924.501	      11.122	 30.769295	 -94.375656                                                                                                     
TX	48459	01384015	Upshur County	1509791489	24997455	     582.934	       9.652	 32.735349	 -94.941184                                                                                                    
TX	48461	01384016	Upton County	3215010632	464309	    1241.323	       0.179	 31.353849	-102.042013                                                                                                       
TX	48463	01384017	Uvalde County	4019520663	17321991	    1551.946	       6.688	 29.350340	 -99.761074                                                                                                    
TX	48465	01384018	Val Verde County	8144863746	227711232	    3144.750	      87.920	 29.884961	-101.146646                                                                                                
TX	48467	01384019	Van Zandt County	2182212563	44165869	     842.557	      17.053	 32.558948	 -95.836391                                                                                                 
TX	48469	01384020	Victoria County	2284737043	17334129	     882.142	       6.693	 28.796370	 -96.971198                                                                                                  
TX	48471	01384021	Walker County	2031020013	44865552	     784.181	      17.323	 30.743163	 -95.569825                                                                                                    
TX	48473	01384022	Waller County	1329535313	11622759	     513.336	       4.488	 30.013578	 -95.982102                                                                                                    
TX	48475	01384023	Ward County	2164200444	624206	     835.602	       0.241	 31.513069	-103.105113                                                                                                        
TX	48477	01384024	Washington County	1564237261	46089434	     603.955	      17.795	 30.215075	 -96.410272                                                                                                
TX	48479	01384025	Webb County	8706197582	36537711	    3361.482	      14.107	 27.770584	 -99.326641                                                                                                      
TX	48481	01384026	Wharton County	2813116076	21288331	    1086.150	       8.219	 29.278480	 -96.229674                                                                                                   
TX	48483	01384027	Wheeler County	2368603531	2481266	     914.523	       0.958	 35.392593	-100.253107                                                                                                    
TX	48485	01384028	Wichita County	1625943402	13820243	     627.780	       5.336	 33.991103	 -98.716851                                                                                                   
TX	48487	01384029	Wilbarger County	2514474442	18257915	     970.844	       7.049	 34.084920	 -99.242440                                                                                                 
TX	48489	01384030	Willacy County	1529529764	501714627	     590.555	     193.713	 26.481092	 -97.584223                                                                                                  
TX	48491	01384031	Williamson County	2896407462	41776852	    1118.309	      16.130	 30.649030	 -97.605069                                                                                                
TX	48493	01384032	Wilson County	2081663777	12110439	     803.735	       4.676	 29.173883	 -98.086734                                                                                                    
TX	48495	01384033	Winkler County	2178491832	414369	     841.120	       0.160	 31.831415	-103.055986                                                                                                     
TX	48497	01384034	Wise County	2342442809	47038669	     904.422	      18.162	 33.219095	 -97.653997                                                                                                      
TX	48499	01384035	Wood County	1671154565	130748477	     645.236	      50.482	 32.783588	 -95.382166                                                                                                     
TX	48501	01384036	Yoakum County	2071252060	34329	     799.715	       0.013	 33.162398	-102.832242                                                                                                       
TX	48503	01384037	Young County	2368463910	42447797	     914.469	      16.389	 33.158787	 -98.678267                                                                                                     
TX	48505	01384038	Zapata County	2585875889	154370983	     998.412	      59.603	 26.996981	 -99.182603                                                                                                   
TX	48507	01384039	Zavala County	3360267227	11209453	    1297.406	       4.328	 28.864652	 -99.759830                                                                                                    
UT	49001	01448015	Beaver County	6708296832	5330788	    2590.088	       2.058	 38.357535	-113.238948                                                                                                     
UT	49003	01455966	Box Elder County	14880910920	2547843003	    5745.552	     983.728	 41.476021	-113.052922                                                                                              
UT	49005	01448017	Cache County	3016952668	21154878	    1164.852	       8.168	 41.734225	-111.744581                                                                                                     
UT	49007	01448018	Carbon County	3829325788	15774022	    1478.511	       6.090	 39.673264	-110.588435                                                                                                    
UT	49009	01448019	Daggett County	1805085039	61445196	     696.947	      23.724	 40.890099	-109.505785                                                                                                   
UT	49011	01448020	Davis County	773841546	868113863	     298.782	     335.181	 41.037045	-112.202123                                                                                                     
UT	49013	01448021	Duchesne County	8394011304	38788243	    3240.946	      14.976	 40.289649	-110.429830                                                                                                  
UT	49015	01448022	Emery County	11557370228	24591495	    4462.326	       9.495	 39.009025	-110.721100                                                                                                    
UT	49017	01448023	Garfield County	13403436884	85797208	    5175.096	      33.126	 37.831674	-111.450898                                                                                                 
UT	49019	01448024	Grand County	9509170414	31439306	    3671.511	      12.139	 38.974326	-109.573450                                                                                                     
UT	49021	01448025	Iron County	8540619764	11393815	    3297.552	       4.399	 37.882727	-113.290059                                                                                                      
UT	49023	01455158	Juab County	8785875403	36572011	    3392.246	      14.121	 39.713564	-112.791208                                                                                                      
UT	49025	01448026	Kane County	10334591296	306373512	    3990.208	     118.291	 37.275083	-111.815352                                                                                                    
UT	49027	01448027	Millard County	17083299110	600823883	    6595.899	     231.979	 39.094540	-113.525014                                                                                                 
UT	49029	01448028	Morgan County	1577707718	4427355	     609.156	       1.709	 41.091027	-111.577885                                                                                                     
UT	49031	01448029	Piute County	1962915683	20285698	     757.886	       7.832	 38.335881	-112.129375                                                                                                     
UT	49033	01448030	Rich County	2664514026	149118920	    1028.775	      57.575	 41.627598	-111.240227                                                                                                     
UT	49035	01448031	Salt Lake County	1922747366	168382153	     742.377	      65.013	 40.667883	-111.924240                                                                                                
UT	49037	01448032	San Juan County	20253982191	293096090	    7820.107	     113.165	 37.623082	-109.789344                                                                                                
UT	49039	01448033	Sanpete County	4118467026	32075871	    1590.149	      12.385	 39.380588	-111.570451                                                                                                   
UT	49041	01448034	Sevier County	4948357678	20259961	    1910.572	       7.822	 38.746824	-111.811930                                                                                                    
UT	49043	01448035	Summit County	4847444360	26784318	    1871.609	      10.341	 40.872060	-110.968486                                                                                                    
UT	49045	01448036	Tooele County	17977468551	893748031	    6941.140	     345.078	 40.467753	-113.123979                                                                                                  
UT	49047	01448037	Uintah County	11602226054	56186643	    4479.645	      21.694	 40.125887	-109.517748                                                                                                   
UT	49049	01448038	Utah County	5188881271	364305040	    2003.438	     140.659	 40.120409	-111.668667                                                                                                     
UT	49051	01448039	Wasatch County	3044480783	78963863	    1175.481	      30.488	 40.334884	-111.161568                                                                                                   
UT	49053	01448040	Washington County	6284120080	9250779	    2426.312	       3.572	 37.262531	-113.487800                                                                                                 
UT	49055	01448041	Wayne County	6373041804	15054797	    2460.645	       5.813	 38.261229	-110.990322                                                                                                     
UT	49057	01448042	Weber County	1491976155	215760689	     576.055	      83.306	 41.270355	-111.875879                                                                                                    
VT	50001	01461757	Addison County	1984777754	107304328	     766.327	      41.430	 44.031248	 -73.141581                                                                                                  
VT	50003	01461758	Bennington County	1748196518	6930407	     674.982	       2.676	 43.035325	 -73.111460                                                                                                 
VT	50005	01461759	Caledonia County	1680554036	22457633	     648.866	       8.671	 44.468791	 -72.112168                                                                                                 
VT	50007	01461760	Chittenden County	1389736159	214240328	     536.580	      82.719	 44.463329	 -73.069484                                                                                               
VT	50009	01461761	Essex County	1718717358	30286097	     663.601	      11.694	 44.724021	 -71.732736                                                                                                     
VT	50011	01461762	Franklin County	1641294582	150929447	     633.707	      58.274	 44.858964	 -72.909402                                                                                                 
VT	50013	01461763	Grand Isle County	211890678	292306919	      81.811	     112.860	 44.801788	 -73.300758                                                                                                
VT	50015	01461764	Lamoille County	1188280120	12659522	     458.798	       4.888	 44.603504	 -72.638355                                                                                                  
VT	50017	01461765	Orange County	1779407671	13551633	     687.033	       5.232	 44.003392	 -72.369687                                                                                                    
VT	50019	01461766	Orleans County	1795595188	72211322	     693.283	      27.881	 44.828442	 -72.251630                                                                                                   
VT	50021	01461767	Rutland County	2408233775	38736146	     929.824	      14.956	 43.580844	 -73.038196                                                                                                   
VT	50023	01461768	Washington County	1779934824	21189502	     687.237	       8.181	 44.274953	 -72.609475                                                                                                
VT	50025	01461769	Windham County	2033920900	33065642	     785.301	      12.767	 42.999143	 -72.716335                                                                                                   
VT	50027	01461770	Windsor County	2510570295	19288796	     969.337	       7.447	 43.588143	 -72.591514                                                                                                   
VA	51001	01480091	Accomack County	1164201093	2228782085	     449.501	     860.538	 37.765944	 -75.757807                                                                                                
VA	51003	01675170	Albemarle County	1866594891	14035640	     720.696	       5.419	 38.024184	 -78.553506                                                                                                 
VA	51005	01673675	Alleghany County	1153731295	8531315	     445.458	       3.294	 37.787905	 -80.008669                                                                                                  
VA	51007	01497770	Amelia County	920142645	8424811	     355.269	       3.253	 37.331927	 -77.977462                                                                                                      
VA	51009	01480095	Amherst County	1227484441	12730207	     473.934	       4.915	 37.630362	 -79.147848                                                                                                   
VA	51011	01497238	Appomattox County	863744558	3204481	     333.494	       1.237	 37.370725	 -78.810940                                                                                                  
VA	51013	01480097	Arlington County	67296097	244125	      25.983	       0.094	 38.878337	 -77.100703                                                                                                     
VA	51015	01480098	Augusta County	2504527710	9982749	     967.004	       3.854	 38.167807	 -79.146682                                                                                                    
VA	51017	01673638	Bath County	1370509167	14049865	     529.157	       5.425	 38.068988	 -79.732898                                                                                                      
VA	51019	01674818	Bedford County	1950316269	42042573	     753.021	      16.233	 37.312408	 -79.527947                                                                                                   
VA	51021	01494613	Bland County	926518601	2582879	     357.731	       0.997	 37.130612	 -81.125853                                                                                                       
VA	51023	01674418	Botetourt County	1401706960	12195455	     541.202	       4.709	 37.553005	 -79.804564                                                                                                 
VA	51025	01493961	Brunswick County	1466383598	8315957	     566.174	       3.211	 36.764531	 -77.860916                                                                                                  
VA	51027	01497431	Buchanan County	1302149031	2798047	     502.763	       1.080	 37.268120	 -82.038151                                                                                                   
VA	51029	01501502	Buckingham County	1501304608	10098853	     579.657	       3.899	 37.573928	 -78.529169                                                                                                
VA	51031	01674917	Campbell County	1305008863	8962102	     503.867	       3.460	 37.210151	 -79.095428                                                                                                   
VA	51033	01480107	Caroline County	1366262358	24233262	     527.517	       9.357	 38.030319	 -77.352348                                                                                                  
VA	51035	01480108	Carroll County	1229441848	7647540	     474.690	       2.953	 36.731951	 -80.727838                                                                                                    
VA	51036	01480109	Charles City County	473494074	55490505	     182.817	      21.425	 37.361054	 -77.054170                                                                                               
VA	51037	01492442	Charlotte County	1230948467	5824992	     475.272	       2.249	 37.014091	 -78.661424                                                                                                  
VA	51041	01480111	Chesterfield County	1096539019	35173383	     423.376	      13.581	 37.378434	 -77.585847                                                                                              
VA	51043	01690562	Clarke County	456004785	5658681	     176.064	       2.185	 39.115864	 -77.991226                                                                                                      
VA	51045	01673664	Craig County	853489547	2798836	     329.534	       1.081	 37.473129	 -80.231734                                                                                                       
VA	51047	01497831	Culpeper County	982211971	8570916	     379.234	       3.309	 38.485930	 -77.956476                                                                                                    
VA	51049	01494109	Cumberland County	770419685	5931689	     297.461	       2.290	 37.520189	 -78.252836                                                                                                  
VA	51051	01497376	Dickenson County	856075041	8106888	     330.532	       3.130	 37.137081	 -82.349208                                                                                                   
VA	51053	01690739	Dinwiddie County	1304620678	8999987	     503.717	       3.475	 37.073498	 -77.635492                                                                                                  
VA	51057	01480118	Essex County	665944383	74793600	     257.123	      28.878	 37.939480	 -76.941871                                                                                                      
VA	51059	01480119	Fairfax County	1012374242	39556559	     390.880	      15.273	 38.833742	 -77.276117                                                                                                   
VA	51061	01480120	Fauquier County	1676886326	9779011	     647.449	       3.776	 38.744103	 -77.821585                                                                                                   
VA	51063	01494354	Floyd County	985283916	2257555	     380.420	       0.872	 36.931438	 -80.350309                                                                                                       
VA	51065	01494061	Fluvanna County	740756310	10725068	     286.008	       4.141	 37.830576	 -78.284435                                                                                                   
VA	51067	01494434	Franklin County	1788195303	54706552	     690.426	      21.122	 36.992350	 -79.883959                                                                                                  
VA	51069	01480124	Frederick County	1070961150	5196498	     413.500	       2.006	 39.203637	 -78.263916                                                                                                  
VA	51071	01494551	Giles County	921469067	12016944	     355.781	       4.640	 37.311930	 -80.717178                                                                                                      
VA	51073	01480126	Gloucester County	564116904	181748802	     217.807	      70.174	 37.403541	 -76.523505                                                                                                
VA	51075	01674271	Goochland County	728871001	21978874	     281.419	       8.486	 37.724166	 -77.914273                                                                                                  
VA	51077	01501196	Grayson County	1145227616	9790836	     442.175	       3.780	 36.656303	 -81.225337                                                                                                    
VA	51079	01480129	Greene County	404675817	1706923	     156.246	       0.659	 38.297981	 -78.470163                                                                                                      
VA	51081	01501122	Greensville County	764632778	4093691	     295.226	       1.581	 36.680225	 -77.560261                                                                                                 
VA	51083	01496705	Halifax County	2118196653	30544232	     817.840	      11.793	 36.766461	 -78.939614                                                                                                   
VA	51085	01480132	Hanover County	1213502991	13648682	     468.536	       5.270	 37.760165	 -77.490992                                                                                                   
VA	51087	01480133	Henrico County	605276497	28981005	     233.699	      11.190	 37.437520	 -77.300333                                                                                                    
VA	51089	01502770	Henry County	990240585	5299481	     382.334	       2.046	 36.620607	 -79.980673                                                                                                       
VA	51091	01673774	Highland County	1075249062	1805627	     415.156	       0.697	 38.356672	 -79.567958                                                                                                   
VA	51093	01702378	Isle of Wight County	817464561	122256206	     315.625	      47.203	 36.901418	 -76.707569                                                                                             
VA	51095	01480135	James City County	368910599	95319427	     142.437	      36.803	 37.324427	 -76.778319                                                                                                 
VA	51097	01480136	King and Queen County	816203918	28872733	     315.138	      11.148	 37.714370	 -76.901863                                                                                             
VA	51099	01480137	King George County	465258453	21031744	     179.637	       8.120	 38.277179	 -77.162702                                                                                                
VA	51101	01480138	King William County	709504577	30285441	     273.941	      11.693	 37.708260	 -77.091054                                                                                               
VA	51103	01480139	Lancaster County	345117845	254199621	     133.251	      98.147	 37.703831	 -76.413199                                                                                                 
VA	51105	01496538	Lee County	1127987227	4897772	     435.518	       1.891	 36.701721	 -83.130112                                                                                                        
VA	51107	01480141	Loudoun County	1335807006	14437935	     515.758	       5.575	 39.081130	 -77.638857                                                                                                   
VA	51109	01494707	Louisa County	1285411693	37739377	     496.300	      14.571	 37.971681	 -77.959178                                                                                                    
VA	51111	01492239	Lunenburg County	1118054297	1795027	     431.683	       0.693	 36.945757	 -78.242313                                                                                                  
VA	51113	01494590	Madison County	830565700	3085779	     320.683	       1.191	 38.412059	 -78.276961                                                                                                     
VA	51115	01480145	Mathews County	222555405	430023685	      85.929	     166.033	 37.425348	 -76.268808                                                                                                   
VA	51117	01500747	Mecklenburg County	1620002396	139190673	     625.486	      53.742	 36.687256	 -78.368959                                                                                              
VA	51119	01480147	Middlesex County	337492168	208378285	     130.306	      80.455	 37.606975	 -76.528082                                                                                                 
VA	51121	01674630	Montgomery County	1002365585	5825863	     387.016	       2.249	 37.174884	 -80.387314                                                                                                 
VA	51125	01500936	Nelson County	1219510173	8934493	     470.856	       3.450	 37.790049	 -78.879353                                                                                                     
VA	51127	01480150	New Kent County	543196607	35592382	     209.729	      13.742	 37.502909	 -76.982857                                                                                                   
VA	51131	01480151	Northampton County	548075236	1511608501	     211.613	     583.635	 37.302629	 -75.923868                                                                                              
VA	51133	01480152	Northumberland County	495444238	244310209	     191.292	      94.329	 37.856974	 -76.379687                                                                                            
VA	51135	01493928	Nottoway County	814265631	4297828	     314.390	       1.659	 37.143695	 -78.052162                                                                                                    
VA	51137	01494761	Orange County	882621385	6426514	     340.782	       2.481	 38.250439	 -78.009980                                                                                                      
VA	51139	01500440	Page County	805113019	8337858	     310.856	       3.219	 38.623751	 -78.490471                                                                                                        
VA	51141	01497999	Patrick County	1251212194	7165458	     483.096	       2.767	 36.667327	 -80.286141                                                                                                    
VA	51143	01480157	Pittsylvania County	2509549701	23912519	     968.943	       9.233	 36.821721	 -79.398502                                                                                              
VA	51145	01674225	Powhatan County	673973403	5501422	     260.223	       2.124	 37.549404	 -77.912855                                                                                                    
VA	51147	01492359	Prince Edward County	906392774	10040116	     349.960	       3.877	 37.224881	 -78.432957                                                                                              
VA	51149	01480160	Prince George County	686776838	43187440	     265.166	      16.675	 37.187325	 -77.220993                                                                                              
VA	51153	01480161	Prince William County	871279064	31265590	     336.403	      12.072	 38.701119	 -77.479579                                                                                             
VA	51155	01501465	Pulaski County	828428504	25215087	     319.858	       9.736	 37.063385	 -80.713444                                                                                                    
VA	51157	01673976	Rappahannock County	689879177	2068597	     266.364	       0.799	 38.684522	 -78.168824                                                                                                
VA	51159	01480164	Richmond County	495962819	64400122	     191.492	      24.865	 37.942894	 -76.730561                                                                                                   
VA	51161	01480165	Roanoke County	648937930	1869205	     250.556	       0.722	 37.331077	 -80.190110                                                                                                     
VA	51163	01480166	Rockbridge County	1547658950	8841349	     597.554	       3.414	 37.814517	 -79.447754                                                                                                 
VA	51165	01488970	Rockingham County	2199351032	11054224	     849.174	       4.268	 38.511257	 -78.876307                                                                                                
VA	51167	01497573	Russell County	1227191774	7593769	     473.821	       2.932	 36.933420	 -82.095934                                                                                                    
VA	51169	01498172	Scott County	1387017170	8052071	     535.530	       3.109	 36.712778	 -82.613627                                                                                                      
VA	51171	01673918	Shenandoah County	1317721223	8803542	     508.775	       3.399	 38.856204	 -78.573987                                                                                                 
VA	51173	01500545	Smyth County	1167897851	3526017	     450.928	       1.361	 36.842318	 -81.539786                                                                                                      
VA	51175	01480171	Southampton County	1551777891	8247474	     599.145	       3.184	 36.720173	 -77.103856                                                                                                
VA	51177	01480172	Spotsylvania County	1039866770	33044412	     401.495	      12.759	 38.182311	 -77.656280                                                                                              
VA	51179	01480173	Stafford County	696595206	28416175	     268.957	      10.972	 38.415386	 -77.454872                                                                                                   
VA	51181	01480174	Surry County	722475762	81216928	     278.949	      31.358	 37.119761	 -76.880172                                                                                                      
VA	51183	01690257	Sussex County	1269664196	6755315	     490.220	       2.608	 36.926645	 -77.259732                                                                                                     
VA	51185	01497748	Tazewell County	1343806447	2913415	     518.847	       1.125	 37.125395	 -81.562924                                                                                                   
VA	51187	01674058	Warren County	552520630	8481246	     213.329	       3.275	 38.908187	 -78.207131                                                                                                      
VA	51191	01498359	Washington County	1452917718	12999461	     560.975	       5.019	 36.747831	 -81.950316                                                                                                
VA	51193	01480179	Westmoreland County	594077405	61102589	     229.375	      23.592	 38.109238	 -76.804073                                                                                               
VA	51195	01496656	Wise County	1044256770	5281156	     403.190	       2.039	 36.974561	 -82.621560                                                                                                       
VA	51197	01501379	Wythe County	1196122898	7311360	     461.826	       2.823	 36.901471	 -81.084209                                                                                                      
VA	51199	01480182	York County	271067967	285379988	     104.660	     110.186	 37.220914	 -76.395533                                                                                                      
VA	51510	01498415	Alexandria city	38925776	1126613	      15.029	       0.435	 38.818343	 -77.082026                                                                                                     
VA	51515	01793650	Bedford city	17814175	61318	       6.878	       0.024	 37.338156	 -79.520705                                                                                                          
VA	51520	01498416	Bristol city	33703521	363158	      13.013	       0.140	 36.616954	 -82.157564                                                                                                         
VA	51530	01498417	Buena Vista city	17362281	223851	       6.704	       0.086	 37.731663	 -79.356375                                                                                                     
VA	51540	01789068	Charlottesville city	26522451	52974	      10.240	       0.020	 38.037658	 -78.485381                                                                                                  
VA	51550	01498558	Chesapeake city	882648593	26077405	     340.793	      10.069	 36.679376	 -76.301788                                                                                                   
VA	51570	01498420	Colonial Heights city	19476223	757311	       7.520	       0.292	 37.261685	 -77.396804                                                                                                
VA	51580	01789069	Covington city	14163343	522060	       5.468	       0.202	 37.778143	 -79.986039                                                                                                       
VA	51590	01498421	Danville city	111198690	2627090	      42.934	       1.014	 36.583334	 -79.408071                                                                                                      
VA	51595	01498422	Emporia city	17854905	191799	       6.894	       0.074	 36.696182	 -77.535975                                                                                                         
VA	51600	01789070	Fairfax city	16168239	95075	       6.243	       0.037	 38.853183	 -77.299025                                                                                                          
VA	51610	01498423	Falls Church city	5185196	6	       2.002	       0.000	 38.883787	 -77.174639                                                                                                          
VA	51620	01498424	Franklin city	21252893	369821	       8.206	       0.143	 36.684014	 -76.941396                                                                                                        
VA	51630	01498425	Fredericksburg city	27040028	182483	      10.440	       0.070	 38.299272	 -77.486658                                                                                                  
VA	51640	01498426	Galax city	21340444	103782	       8.240	       0.040	 36.665640	 -80.914308                                                                                                           
VA	51650	01498554	Hampton city	133145791	219845773	      51.408	      84.883	 37.048030	 -76.297149                                                                                                     
VA	51660	01498563	Harrisonburg city	44889802	149942	      17.332	       0.058	 38.431669	 -78.876027                                                                                                    
VA	51670	01498428	Hopewell city	26620502	1357033	      10.278	       0.524	 37.291010	 -77.298944                                                                                                       
VA	51678	01789071	Lexington city	6466942	68428	       2.497	       0.026	 37.782332	 -79.444320                                                                                                         
VA	51680	01498429	Lynchburg city	127239730	1344993	      49.128	       0.519	 37.399016	 -79.195458                                                                                                     
VA	51683	01498430	Manassas city	25600578	138826	       9.884	       0.054	 38.747172	 -77.484536                                                                                                        
VA	51685	01498431	Manassas Park city	6562407	2612	       2.534	       0.001	 38.768991	 -77.448680                                                                                                      
VA	51690	01789072	Martinsville city	28376633	133615	      10.956	       0.052	 36.683527	 -79.863647                                                                                                    
VA	51700	01498555	Newport News city	178324773	131488021	      68.852	      50.768	 37.075978	 -76.521719                                                                                                
VA	51710	01498557	Norfolk city	140084658	109463635	      54.087	      42.264	 36.923015	 -76.244641                                                                                                     
VA	51720	01498434	Norton city	19375323	89169	       7.481	       0.034	 36.931549	 -82.625996                                                                                                           
VA	51730	01498435	Petersburg city	59398078	632632	      22.934	       0.244	 37.204730	 -77.392368                                                                                                      
VA	51735	01498436	Poquoson city	39846967	163453793	      15.385	      63.110	 37.128360	 -76.303534                                                                                                     
VA	51740	01498556	Portsmouth city	87145407	33890804	      33.647	      13.085	 36.859430	 -76.356269                                                                                                    
VA	51750	01498438	Radford city	25567151	867992	       9.872	       0.335	 37.120036	 -80.557048                                                                                                         
VA	51760	01789073	Richmond city	154939223	6879742	      59.822	       2.656	 37.531399	 -77.476009                                                                                                      
VA	51770	01498439	Roanoke city	110140663	883978	      42.526	       0.341	 37.278458	 -79.958174                                                                                                        
