Last Report Year,NTD ID,UZA,Legacy NTD ID,Agency Name,Agency Status,Reporter Type,Reporting Module,City,State,Census Year,UZA Name,UACE Code,UZA Area SQ Miles,UZA Population,2022 Status,Mode,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
2014,50296,#N/A,5R01-058,Cass County ,Inactive,Rural Reporter,,,IL,2010,Illinois Non-UZA,17,0,2638201,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,50297,#N/A,5R04-070,Kanabec County,Active,Rural Reporter,Rural,Mora,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,38445,0,3596,0,161498,0,0,0
2022,50297,#N/A,5R04-070,Kanabec County,Active,Rural Reporter,Rural,Mora,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,34521,0,71570,345756,0,0,0,
2022,50298,#N/A,5R05-065,Ottawa County Transportation Agency (OCTA),Active,Rural Reporter,Rural,Oak Harbor,OH,2020,Ohio Non-UZA,39,0,4126404,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,10505,309366,333584,336453,0,233066,49992,82021
2022,50301,#N/A,5R01-033,Henry County,Active,Rural Reporter,Rural,Cambridge,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,55806,94931,38176,0,0,0,0,0
2022,50302,#N/A,5R02-022,City of Washington (WTS),Active,Rural Reporter,Rural,Washington,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,0,,
2022,50302,#N/A,5R02-022,City of Washington (WTS),Active,Rural Reporter,Rural,Washington,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,58000,0,0,0,62968,0,3227
2022,50303,#N/A,5R06-039,City of River Falls,Active,Rural Reporter,Rural,River Falls,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,31651,37000,38000,0,0
2022,50303,#N/A,5R06-039,City of River Falls,Active,Rural Reporter,Rural,River Falls,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DT,,,,,,,,,,,,,,,,,,,,,,,,36824,33240,0,,,,,
2022,50304,#N/A,5R01-031,Fulton County,Active,Rural Reporter,Rural,Lewistown,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,38034,55673,0,0,0
2022,50305,#N/A,5R02-044,LaGrange County Council on Aging  (LCAT),Active,Rural Reporter,Rural,Lagrange,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,169560,75506,78386,146982,103573,107054,0,17995
2016,50306,#N/A,5R04-043,Martin County ,Inactive,Rural Reporter,,,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,52142,45851,,,,,,
2016,50306,#N/A,5R04-043,Martin County ,Inactive,Rural Reporter,,,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,6860,22183,,,,,,
2022,50307,#N/A,5R02-037,LifeStream Services ,Active,Rural Reporter,Rural,Yorktown,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,170248,186404,215288,0,206720,0,0
2022,50308,#N/A,5R02-020,Area 10 Council on Aging of Monroe County,Active,Rural Reporter,Rural,Ellettsville,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,57343,54000,107800,123080,112558,258073,0,85229
2022,50308,#N/A,5R02-020,Area 10 Council on Aging of Monroe County,Active,Rural Reporter,Rural,Ellettsville,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,18929,0,0,0,0,45920,0,0
2016,50309,#N/A,5R06-028,City of Neillsville ,Inactive,Rural Reporter,,,WI,2010,Wisconsin Non-UZA,55,0,2782206,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2016,50309,#N/A,5R06-028,City of Neillsville ,Inactive,Rural Reporter,,,WI,2010,Wisconsin Non-UZA,55,0,2782206,Pre 2022,DT,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,50310,#N/A,5R03-020,Cass County Transportation Authority,Active,Rural Reporter,Rural,Cassopolis,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,123613,208157,4388,286920,85565,215093,78126,59862
2014,50311,#N/A,5R04-051,Kandiyohi Area Transit Joint Powers Board ,Inactive,Rural Reporter,,,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018,50312,#N/A,5R01-016,Peoria County ,Inactive,Rural Reporter,Rural,Peoria,IL,2010,Illinois Non-UZA,17,0,2638201,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,5000,0,0,56957,,,,
2022,50313,#N/A,5R03-021,Charlevoix County Public Transportation (CCPT),Active,Rural Reporter,Rural,Boyne City,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,48157,178261,199264,648647,450085,201663,337671,90142
2022,50314,#N/A,5R03-023,Clinton Area Transit System,Active,Rural Reporter,Rural,St. Johns,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,132375,0,51255,78420,50355,936194,65419,75590,,,,,,87148,29914,1499961,424398,83931,668243,75921,211265
2022,50315,#N/A,5R01-035,Shawnee Mass Transit District (SMART),Active,Rural Reporter,Rural,Vienna,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,2282189,113510,77707,211927,0,,,
2022,50315,#N/A,5R01-035,Shawnee Mass Transit District (SMART),Active,Rural Reporter,Rural,Vienna,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1796534,585163
2022,50316,#N/A,5R05-076,Wilmington Transit System,Active,Rural Reporter,Rural,Wilmington,OH,2020,Ohio Non-UZA,39,0,4126404,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,46828,36548,0,59485,154220,0,427860,0
2022,50318,#N/A,5R06-009,City of Baraboo,Active,Rural Reporter,Rural,Baraboo,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,31338,36176,31000,120962,0
2022,50318,#N/A,5R06-009,City of Baraboo,Active,Rural Reporter,Rural,Baraboo,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DT,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,
2022,50319,#N/A,5R06-044,City of Watertown,Active,Rural Reporter,Rural,Watertown,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,31338,55217,17251,64132,0
2022,50319,#N/A,5R06-044,City of Watertown,Active,Rural Reporter,Rural,Watertown,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DT,,,,,,,,,,,,,,,,,,,,,,,,50784,43978,76103,,,,,
2014,50320,#N/A,5R04-017,RiverRider Public Transit System ,Inactive,Rural Reporter,,,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2014,50320,#N/A,5R04-017,RiverRider Public Transit System ,Inactive,Rural Reporter,,,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2022,50321,#N/A,5R04-069,Volunteer Interfaith Network Effort (VINE),Active,Rural Reporter,Rural,Mankato,MN,2020,"Mankato, MN",53983,25.63,60206,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,,,37710,340293,90240,60024,0,0
2022,50321,#N/A,5R04-069,Volunteer Interfaith Network Effort (VINE),Active,Rural Reporter,Rural,Mankato,MN,2020,"Mankato, MN",53983,25.63,60206,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,
2022,50322,#N/A,5R04-012,"Brainerd, City of",Active,Rural Reporter,Rural,Brainerd,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,135409,127752,62165,158194,80075,84632,0,90755
2022,50322,#N/A,5R04-012,"Brainerd, City of",Active,Rural Reporter,Rural,Brainerd,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,13295,11683,17928,0,0,0,,
2022,50323,#N/A,5R03-002,Adrian Dial-A-Ride,Active,Rural Reporter,Rural,Adrian,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,314089,9935,38295,75670,75000,213042,0,9911
2022,50324,#N/A,5R02-026,LifeTime Resources ,Active,Rural Reporter,Rural,Dillsboro,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,316883,179512,190000,543922,156744,0,0,0
2022,50324,#N/A,5R02-026,LifeTime Resources ,Active,Rural Reporter,Rural,Dillsboro,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,,,,
2017,50325,#N/A,5R04-045,"Saint Peter, City of  ",Inactive,Rural Reporter,,St. Peter,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,116061,62040,62046,,,,,
2017,50325,#N/A,5R04-045,"Saint Peter, City of  ",Inactive,Rural Reporter,,St. Peter,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,19067,11934,11913,,,,,
2022,50326,#N/A,5R05-052,Geauga County Transit,Active,Rural Reporter,Rural,Chardon,OH,2020,Ohio Non-UZA,39,0,4126404,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,175859,133996,192578,0,0,298241,0
2022,50327,#N/A,5R01-040,South Central Illinois Mass Transit District,Active,Rural Reporter,Rural,Centralia,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,170265,252000,0,67658,748180,240988,84806
2022,50327,#N/A,5R01-040,South Central Illinois Mass Transit District,Active,Rural Reporter,Rural,Centralia,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,424365,0,308068,0,0
2022,50328,#N/A,5R01-012,Kankakee County,Active,Rural Reporter,Rural,Kankakee,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,56755,22933,0,0,100495,0,0
2022,50328,#N/A,5R01-012,Kankakee County,Active,Rural Reporter,Rural,Kankakee,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,56765,0,0,,,
2022,50329,#N/A,5R01-041,Woodford County,Active,Rural Reporter,Rural,Eureka,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,116334,0,0,0,0
2022,50330,#N/A,5R02-041,DeKalb County Council on Aging  (DART),Active,Rural Reporter,Rural,Auburn,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,115178,66384,78386,83669,36807,40001,45700,0
2015,50331,#N/A,5R04-025,Mahnomen County Human Services ,Inactive,Rural Reporter,,,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,
2022,50332,#N/A,5R04-003,"Hibbing, City of",Active,Rural Reporter,Rural,Hibbing,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,100128,0,0,0,0,0
2022,50332,#N/A,5R04-003,"Hibbing, City of",Active,Rural Reporter,Rural,Hibbing,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,109824,1285,0,0,0,0
2022,50334,#N/A,5R04-056,"Prairie Five CAC, Inc.",Active,Rural Reporter,Rural,Montevideo,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,73294,95885,141688,303917,156540,364745,0,181984
2022,50334,#N/A,5R04-056,"Prairie Five CAC, Inc.",Active,Rural Reporter,Rural,Montevideo,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0
2022,50335,#N/A,5R03-032,Greater Lapeer Transportation Authority (GLTA),Active,Rural Reporter,Rural,Lapeer ,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,9764,129518,78855,0,435454,215260,0,15035
2022,50335,#N/A,5R03-032,Greater Lapeer Transportation Authority (GLTA),Active,Rural Reporter,Rural,Lapeer ,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DT,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,50336,#N/A,5R06-045,City of Waupaca,Active,Rural Reporter,Rural,Waupaca,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,31651,0,59659,74949,0
2022,50336,#N/A,5R06-045,City of Waupaca,Active,Rural Reporter,Rural,Waupaca,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DT,,,,,,,,,,,,,,,,,,,,,,,,51549,51549,0,,,,,
2022,50337,#N/A,5R03-015,Branch Area Transit Authority,Active,Rural Reporter,Rural,Coldwater,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,65323,0,0,196592,355993,337542,0,6000
2022,50337,#N/A,5R03-015,Branch Area Transit Authority,Active,Rural Reporter,Rural,Coldwater,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2022,50338,#N/A,5R01-034,McLean County,Active,Rural Reporter,Rural,Bloomington,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,19674,310097,206802,0,17454,0,178409,14040
2022,50338,#N/A,5R01-034,McLean County,Active,Rural Reporter,Rural,Bloomington,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,
2022,50339,#N/A,5R01-046,Monroe Randolph Transit District,Active,Rural Reporter,Rural,Sparta,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,4278,0,0,0,0,0,61482
2022,50340,#N/A,5R03-058,Otsego County Board of Commissioners,Active,Rural Reporter,Rural,Gaylord,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,373081,433510,104276,100025,214436
2022,50341,#N/A,5R05-074,South East Area Transit (SEAT),Active,Rural Reporter,Rural,Zanesville,OH,2020,Ohio Non-UZA,39,0,4126404,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,113877,92985,153258,266919,15030,308514,200761,0
2022,50341,#N/A,5R05-074,South East Area Transit (SEAT),Active,Rural Reporter,Rural,Zanesville,OH,2020,Ohio Non-UZA,39,0,4126404,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,61318,92985,125562,61812,8094,0,0,0
2022,50342,33,5R02-008,LINK Hendricks County (LINK),Active,Full Reporter,Urban,Danville,IN,2020,"Indianapolis, IN",41212,722.55,1699881,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,259166,281236,142500,109828,97960,72362,221830,10690
2022,50343,#N/A,5R05-066,Perry County Transit (PCT),Active,Rural Reporter,Rural,New Lexington,OH,2020,Ohio Non-UZA,39,0,4126404,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,222847,330267,313455,237644,210762,303238,341861
2022,50344,#N/A,5R03-056,Ogemaw County Public Transportation,Active,Rural Reporter,Rural,West Branch,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,338186,8517,11472,43451,312632,322613,0,12937
2022,50345,#N/A,5R01-062,Effingham County,Active,Rural Reporter,Rural,Effingham,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,94931,186412,96201,120316,92655,120494,0
2022,50345,#N/A,5R01-062,Effingham County,Active,Rural Reporter,Rural,Effingham,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,50346,#N/A,5R03-062,Sanilac County Board of Commissioners,Active,Rural Reporter,Rural,Sandusky,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,59060,20000,0,144850,118000,104613,34548
2022,50347,#N/A,5R02-031,Blue River Services  (SITS),Active,Rural Reporter,Rural,Corydon,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,35294,50857,205632,216119,152721,144724,88272,72345
2022,50347,#N/A,5R02-031,Blue River Services  (SITS),Active,Rural Reporter,Rural,Corydon,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0
2022,50349,#N/A,5R04-037,"Winona, City of",Active,Rural Reporter,Rural,Winona,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4957,83925,0,91671
2022,50349,#N/A,5R04-037,"Winona, City of",Active,Rural Reporter,Rural,Winona,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,184940,0,301996,210341,0,0,0,0
2022,50350,#N/A,5R06-046,City of Waupun,Active,Rural Reporter,Rural,Waupun,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,39630,0
2022,50350,#N/A,5R06-046,City of Waupun,Active,Rural Reporter,Rural,Waupun,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DT,,,,,,,,,,,,,,,,,,,,,,,,0,30990,0,,,,,
2022,50351,#N/A,5R02-033,Hamilton County Express Public Transit (HCE),Active,Reduced Reporter,Urban,Noblesville,IN,2020,"Indianapolis, IN",41212,722.55,1699881,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,417340,157500,259500,312036,179286,174234,19203,0
2022,50352,#N/A,5R01-049,Kendall County (KAT),Active,Rural Reporter,Rural,Yorkville,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,55806,113510,0,130832,0,0,0,0
2022,50353,#N/A,5R04-010,"Tri-Valley Opportunity Council, Inc.",Active,Rural Reporter,Rural,Crookston,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,198614,616137,608875,275461,267908,251443,0,92198
2022,50353,#N/A,5R04-010,"Tri-Valley Opportunity Council, Inc.",Active,Rural Reporter,Rural,Crookston,MN,2020,Minnesota Non-UZA,27,0,2336986,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,47370,176243,171412,0,0,0,0,0
2022,50354,#N/A,5R02-009,City of Huntingburg (HTS),Active,Rural Reporter,Rural,Huntingburg,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,3504,0,0,0,0
2022,50355,#N/A,5R03-009,Barry County Transit,Active,Rural Reporter,Rural,Hastings,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,6958,64336,0,0,70185,444917,153160,177490
2022,50355,#N/A,5R03-009,Barry County Transit,Active,Rural Reporter,Rural,Hastings,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,
2022,50356,#N/A,5R03-025,Delta Area Transit Authority (DATA),Active,Rural Reporter,Rural,Escanaba,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,55335,147934,11250,110684,597107,284828,0,199543
2022,50358,#N/A,5R02-015,City of New Castle,Active,Rural Reporter,Rural,New Castle,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,48440,0,,,,,,0
2022,50358,#N/A,5R02-015,City of New Castle,Active,Rural Reporter,Rural,New Castle,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,175215,128530,0,
2022,50359,#N/A,5R06-041,City of Stevens Point,Active,Rural Reporter,Rural,Stevens Point,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,99030,99030,56872,0,0
2022,50359,#N/A,5R06-041,City of Stevens Point,Active,Rural Reporter,Rural,Stevens Point,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,336418,0,0,0,1999013,0,862770,0
2022,50360,#N/A,5R06-029,City of New Richmond,Active,Rural Reporter,Rural,New Richmond,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0
2022,50360,#N/A,5R06-029,City of New Richmond,Active,Rural Reporter,Rural,New Richmond,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DT,,,,,,,,,,,,,,,,,,,,,,,,0,0,65776,,,,,
2022,50361,#N/A,5R02-010,Huntington County Council on Aging  (HATS),Active,Rural Reporter,Rural,Huntington,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,183907,17960,69972,53323,84148,0,44136,0
2022,50362,#N/A,5R05-056,Huron County Transit,Active,Rural Reporter,Rural,Norwalk,OH,2020,Ohio Non-UZA,39,0,4126404,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,34726,89399,152891,140698,50677,125677,111838,25123
2022,50363,#N/A,5R05-071,Scioto County/Access Scioto County (ASC),Active,Rural Reporter,Rural,Portsmouth,OH,2020,Ohio Non-UZA,39,0,4126404,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,97652,105784,63967,49569,0,85425,60507,67286
2022,50364,#N/A,5R01-011,Jo Daviess County,Active,Rural Reporter,Rural,Galena,IL,2020,Illinois Non-UZA,17,0,2638201,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,334924,674583,0,0,0,40113,0,0
2022,50365,#N/A,5R02-017,Area IV Agency on Aging and Community Action Programs ,Active,Rural Reporter,Rural,Lafayette,IN,2020,Indiana Non-UZA,18,0,2718298,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,22980,0,0,107846,0,0,167970
2022,50366,#N/A,5R06-053,Door County,Active,Rural Reporter,Rural,Sturgeon Bay,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,0,0,0,0
2022,50366,#N/A,5R06-053,Door County,Active,Rural Reporter,Rural,Sturgeon Bay,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DT,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,
2022,50366,#N/A,5R06-053,Door County,Active,Rural Reporter,Rural,Sturgeon Bay,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,
2022,50369,#N/A,5R03-048,"Manistee County Transportation, Inc.",Active,Rural Reporter,Rural,Manistee ,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,494930,463508,102143,0,0,24081,0,13417
2022,50370,#N/A,5R03-037,Huron Transit Corporation (TAT),Active,Rural Reporter,Rural,Bad Axe,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,373600,210204,152064,538853,0,82115,0,396540
2022,50371,#N/A,5R03-057,Ontonagon County Public Transit (ONTRAN),Active,Rural Reporter,Rural,Ontonagon,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,74688,73982,0,106230,120766,0,0
2017,50373,#N/A,5R04-054,Murray County ,Inactive,Rural Reporter,,Slayton,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,46420,0,,,,,
2017,50373,#N/A,5R04-054,Murray County ,Inactive,Rural Reporter,,Slayton,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,18813,,,,,,
2022,50374,#N/A,5R03-017,Cadillac/Wexford Transit Authority (CWTA),Active,Rural Reporter,Rural,Cadillac,MI,2020,Michigan Non-UZA,26,0,3418966,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,412440,42737,133060,220301,566489,440274,206943,144593
2022,50375,#N/A,5R06-048,City of Whitewater,Active,Rural Reporter,Rural,Whitewater,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,36176,0,37000,0
2022,50375,#N/A,5R06-048,City of Whitewater,Active,Rural Reporter,Rural,Whitewater,WI,2020,Wisconsin Non-UZA,55,0,2782206,Existing 2022,DT,,,,,,,,,,,,,,,,,,,,,,,,0,51549,0,,,,,
2022,50377,#N/A,5R05-054,Hancock Area Transportation Services (HATS),Active,Rural Reporter,Rural,Findlay,OH,2020,Ohio Non-UZA,39,0,4126404,Existing 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,6113,91252,143035,211274,224634,133968,338985,0
2016,50378,#N/A,5R04-040,Faribault County ,Inactive,Rural Reporter,,,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,DR,,,,,,,,,,,,,,,,,,,,,,,,0,54558,,,,,,
2016,50378,#N/A,5R04-040,Faribault County ,Inactive,Rural Reporter,,,MN,2010,Minnesota Non-UZA,27,0,2336986,Pre 2022,MB,,,,,,,,,,,,,,,,,,,,,,,,0,13300,,,,,,
